timestamp,battery_voltage,bus_current,temp_celsius,rw_speed_rpm,sun_sensor_lux,subsystem_status
2026-03-28 22:00:00,27.997839967427556,2.1612633929170255,25.130599293189036,1493.214708310508,-60.01612650786703,1
2026-03-28 22:00:01,27.993102253642547,2.205652467179457,24.96140720535784,1502.082949643879,12.570529249616193,1
2026-03-28 22:00:02,28.060982534638725,2.208954462264996,24.991104137781928,1502.270943001982,71.24374675180553,1
2026-03-28 22:00:03,28.05343455584502,2.171678509171067,24.776905791634587,1503.3477105797288,150.4403639202829,1
2026-03-28 22:00:04,28.036085999447366,2.226722652128483,25.092725003759234,1506.8306905965503,178.67178083520787,1
2026-03-28 22:00:05,27.953929561637064,2.213091839035044,25.117830866370678,1507.4505528736515,226.72408316621448,1
2026-03-28 22:00:06,27.954582322881667,2.1736395447574797,25.187742581928855,1512.337858855074,153.1267603358124,1
2026-03-28 22:00:07,28.006299588641554,2.2230610631185823,25.087292162565383,1511.2098315416235,192.92098958121937,1
2026-03-28 22:00:08,28.087097545567605,2.195879459644643,25.044921182244465,99999.0,276.0924564609985,1
2026-03-28 22:00:09,28.082741918170257,2.216571053298814,25.211850045200713,1497.752628275121,270.76029138151176,1
2026-03-28 22:00:10,28.076322237395658,2.177236812187718,24.91325230252076,1510.6398232466947,384.8486934099592,1
2026-03-28 22:00:11,400.0,2.204882140263663,25.214852933383494,1522.1399309943063,272.6930177238528,1
2026-03-28 22:00:12,28.080026142357436,2.1852088840974373,25.10674473587374,1511.6189044058412,344.8928131979633,1
2026-03-28 22:00:13,28.0067455502861,2.168341778202471,25.012951403106726,1516.9603710013928,390.9802711204893,1
2026-03-28 22:00:14,28.16486724011525,2.1894856058625645,25.351362677224206,1514.7151386568923,485.2346398238613,1
2026-03-28 22:00:15,28.037140321874404,2.1874988033720317,25.18275008401115,1516.6263622734768,519.0832234162965,1
2026-03-28 22:00:16,28.055418563212385,2.202797493862775,25.041421299599,1511.1285715450367,560.5826021338564,1
2026-03-28 22:00:17,28.091651728576146,2.2245552005309346,25.209103009650857,1524.2507549231138,624.2578451299895,1
2026-03-28 22:00:18,28.06680336163427,2.189630804011054,25.23636480282127,1533.7506602602243,604.1156083594126,1
2026-03-28 22:00:19,28.177363489599607,2.208765439012124,25.33437358553249,1518.9046892086633,620.7329634478722,1
2026-03-28 22:00:20,28.098435755246573,2.1475630313505483,25.160012428611193,1522.6756731838848,563.7148678606248,1
2026-03-28 22:00:21,28.01380479146969,2.179836619571572,25.19709288477998,1522.084865034151,586.0220784339323,1
2026-03-28 22:00:22,28.192142616313657,2.1900505564399193,25.252341813829048,1535.3226111904075,784.1537251838464,1
2026-03-28 22:00:23,28.067882185204095,2.197465984356934,25.002352931213654,1528.704688776982,695.9297662453877,1
2026-03-28 22:00:24,28.16638022506125,2.2036418181072266,25.407333212547776,1529.5926770133078,794.339394153269,1
2026-03-28 22:00:25,28.069291972441942,2.2140458798637797,25.386130523237686,1536.0059689547218,883.7872746995685,1
2026-03-28 22:00:26,28.18660307798543,2.1858460291528017,25.343038314564257,1531.4580233872332,853.5960876207351,1
2026-03-28 22:00:27,28.15484002874653,2.206244826223356,25.189033597691036,1530.756542163143,1005.1964495813958,1
2026-03-28 22:00:28,28.145375911790957,2.187611699143376,25.32496492129141,1544.8616219902137,886.577530822434,1
2026-03-28 22:00:29,28.160803349137844,2.1851229338910674,25.427457481755734,1545.0361476411867,963.4045303529614,1
2026-03-28 22:00:30,28.175146785993427,2.1972482750440903,25.383146896478983,1534.6933281924964,956.0634387268813,1
2026-03-28 22:00:31,28.16003914765366,2.162524215781811,25.20308268587985,1540.535923555229,1082.9172087527104,1
2026-03-28 22:00:32,28.202603216390923,2.1678581431324124,25.363419053333537,1541.560193261227,1007.9425864549801,1
2026-03-28 22:00:33,28.175123032389237,2.216222274565343,25.2202259970876,1532.3814754617508,1070.66712885905,1
2026-03-28 22:00:34,28.11175549367204,2.207009245613986,25.46095464394733,1550.0188482425956,1198.779277799393,1
2026-03-28 22:00:35,28.17633835942602,2.1784566718538905,25.44114660446111,1538.3854338619958,1162.967733195679,1
2026-03-28 22:00:36,28.084679475758193,2.1858403553056727,25.276350955921128,1544.0249175494478,1187.651374718783,1
2026-03-28 22:00:37,28.13753829665163,2.208427352297121,25.363111721994407,1546.4308235741125,1204.3719406116527,1
2026-03-28 22:00:38,28.135437089156273,2.1561529975161164,25.361981318050674,1543.9618254562188,1148.1793275821658,1
2026-03-28 22:00:39,28.21398601788081,2.1933113109860587,25.568177943984633,1545.826003098356,1364.0094318174022,1
2026-03-28 22:00:40,28.254146641092962,2.1791115890801955,25.326162067096103,1542.9054112094368,1359.493486819278,1
2026-03-28 22:00:41,28.22204786278392,2.1873573758431855,25.31927598207551,1543.7654974974123,1378.3555914492308,1
2026-03-28 22:00:42,28.273795803726372,2.1850968057395215,25.47191102689036,1555.894970658739,1406.5157330972897,1
2026-03-28 22:00:43,28.267985775306478,2.144814787530221,25.270401269772712,1548.221646599062,1434.3671585068003,1
2026-03-28 22:00:44,28.386667147200814,2.16798477287295,25.54907695908047,1560.384672544991,1419.9299391628242,1
2026-03-28 22:00:45,28.182523281949322,2.1722081214576527,25.399366246160373,1553.3154752665307,1534.5301443837159,1
2026-03-28 22:00:46,28.25395031918446,2.219834055090675,25.43921041783439,1567.6084116585223,1559.767750117787,1
2026-03-28 22:00:47,28.242940213365593,2.1804303124590625,-150.0,1559.9651839281792,1626.510919062426,1
2026-03-28 22:00:48,28.255187373726727,2.1895043147186124,25.37289462530509,1559.7612379442503,1519.2397783833865,1
2026-03-28 22:00:49,28.113687978732944,2.1582874406729564,25.44689852032779,1560.187222924757,1580.4869922286098,1
2026-03-28 22:00:50,28.240507653123032,2.192164375511476,25.33100572308921,1568.5109051636036,1689.7281626515812,1
2026-03-28 22:00:51,28.28040243314504,2.1629315978125563,25.57317789446945,1561.7685724782198,1695.1423367398238,1
2026-03-28 22:00:52,28.224497348996497,2.1691484138656576,25.478904016508228,1559.915601181594,1757.0994405758822,1
2026-03-28 22:00:53,28.1299418173001,2.157269552729017,25.829891035182467,1562.4642871865767,1913.7444850359245,1
2026-03-28 22:00:54,28.122010177991992,2.176419514317034,25.591171601149675,1570.7983479841125,1740.6073696329186,1
2026-03-28 22:00:55,28.18894418958737,2.1386963462236723,25.46525185279472,1575.1618602972035,1797.0955483385098,1
